Protein,Order,SampleName,LabRep,LabBlock,MaltPlant,MaltRep,MaltTime,malttime,abundance,abundance.sc,abundance.scOut
HORVU6Hr1G063570.2,66,bBP20,3,2,2,2,88.5,88.5,73796.23944,73.79623944,73.79623944
HORVU6Hr1G063830.2,66,bBP20,3,2,2,2,88.5,88.5,24589.54515,24.58954515,24.58954515
HORVU6Hr1G064460.1,66,bBP20,3,2,2,2,88.5,88.5,856.5151614,0.856515161,0.856515161
HORVU6Hr1G067870.1,66,bBP20,3,2,2,2,88.5,88.5,140048.5184,140.0485184,140.0485184
HORVU6Hr1G068750.6,66,bBP20,3,2,2,2,88.5,88.5,3560.346369,3.560346369,3.560346369
HORVU6Hr1G069370.3,66,bBP20,3,2,2,2,88.5,88.5,115.5583189,0.115558319,0.115558319
HORVU6Hr1G070670.4,66,bBP20,3,2,2,2,88.5,88.5,13873.10878,13.87310878,13.87310878
HORVU6Hr1G070780.3,66,bBP20,3,2,2,2,88.5,88.5,124626.2959,124.6262959,124.6262959
HORVU6Hr1G074030.4,66,bBP20,3,2,2,2,88.5,88.5,29349.75696,29.34975696,29.34975696
HORVU6Hr1G074440.1,66,bBP20,3,2,2,2,88.5,88.5,1170.849227,1.170849227,1.170849227
HORVU6Hr1G075010.9,66,bBP20,3,2,2,2,88.5,88.5,28386.92979,28.38692979,28.38692979
HORVU6Hr1G076660.2,66,bBP20,3,2,2,2,88.5,88.5,33941.65162,33.94165162,33.94165162
HORVU6Hr1G076810.3,66,bBP20,3,2,2,2,88.5,88.5,376.0611834,0.376061183,0.376061183
HORVU6Hr1G077710.2,66,bBP20,3,2,2,2,88.5,88.5,2966.323469,2.966323469,2.966323469
HORVU6Hr1G078420.1,66,bBP20,3,2,2,2,88.5,88.5,232933.9883,232.9339883,232.9339883
HORVU6Hr1G079030.4,66,bBP20,3,2,2,2,88.5,88.5,694.2332041,0.694233204,0.694233204
HORVU6Hr1G079150.1,66,bBP20,3,2,2,2,88.5,88.5,9372.586188,9.372586188,9.372586188
HORVU6Hr1G080480.9,66,bBP20,3,2,2,2,88.5,88.5,5823.483144,5.823483144,5.823483144
HORVU6Hr1G080790.1,66,bBP20,3,2,2,2,88.5,88.5,54053.87913,54.05387913,54.05387913
HORVU6Hr1G082360.3,66,bBP20,3,2,2,2,88.5,88.5,5847.434645,5.847434645,5.847434645
HORVU6Hr1G082600.2,66,bBP20,3,2,2,2,88.5,88.5,18608.99439,18.60899439,18.60899439
HORVU6Hr1G083120.2,66,bBP20,3,2,2,2,88.5,88.5,23161.08794,23.16108794,23.16108794
HORVU6Hr1G084070.13,66,bBP20,3,2,2,2,88.5,88.5,6027.712532,6.027712532,6.027712532
HORVU6Hr1G084960.3,66,bBP20,3,2,2,2,88.5,88.5,70890.84117,70.89084117,70.89084117
HORVU6Hr1G087460.1,66,bBP20,3,2,2,2,88.5,88.5,80904.44452,80.90444452,80.90444452
HORVU6Hr1G087650.1,66,bBP20,3,2,2,2,88.5,88.5,31035.12385,31.03512385,31.03512385
HORVU6Hr1G087820.1,66,bBP20,3,2,2,2,88.5,88.5,202038.1527,202.0381527,202.0381527
HORVU6Hr1G090170.3,66,bBP20,3,2,2,2,88.5,88.5,81881.55557,81.88155557,81.88155557
HORVU6Hr1G090260.4,66,bBP20,3,2,2,2,88.5,88.5,5099.331002,5.099331002,5.099331002
HORVU6Hr1G090720.3,66,bBP20,3,2,2,2,88.5,88.5,9301.981714,9.301981714,9.301981714
HORVU6Hr1G091130.9,66,bBP20,3,2,2,2,88.5,88.5,63956.65605,63.95665605,63.95665605
HORVU6Hr1G091950.9,66,bBP20,3,2,2,2,88.5,88.5,74984.56563,74.98456563,74.98456563
HORVU7Hr1G001030.4,66,bBP20,3,2,2,2,88.5,88.5,8013.963213,8.013963213,8.013963213
HORVU7Hr1G001040.8,66,bBP20,3,2,2,2,88.5,88.5,1477.921836,1.477921836,1.477921836
HORVU7Hr1G002060.1,66,bBP20,3,2,2,2,88.5,88.5,85488.19339,85.48819339,85.48819339
HORVU7Hr1G006160.4,66,bBP20,3,2,2,2,88.5,88.5,62623.17794,62.62317794,62.62317794
HORVU7Hr1G006490.9,66,bBP20,3,2,2,2,88.5,88.5,56001.26431,56.00126431,56.00126431
HORVU7Hr1G006580.2,66,bBP20,3,2,2,2,88.5,88.5,182425.3005,182.4253005,182.4253005
HORVU7Hr1G007790.1,66,bBP20,3,2,2,2,88.5,88.5,22429.28824,22.42928824,22.42928824
HORVU7Hr1G010680.3,66,bBP20,3,2,2,2,88.5,88.5,147523.4047,147.5234047,147.5234047
HORVU7Hr1G010690.6,66,bBP20,3,2,2,2,88.5,88.5,3762.812185,3.762812185,3.762812185
HORVU7Hr1G012380.5,66,bBP20,3,2,2,2,88.5,88.5,319267.2264,319.2672264,319.2672264
HORVU7Hr1G013470.1,66,bBP20,3,2,2,2,88.5,88.5,124650.6051,124.6506051,124.6506051
HORVU7Hr1G013600.3,66,bBP20,3,2,2,2,88.5,88.5,19171.61564,19.17161564,19.17161564
HORVU7Hr1G017640.22,66,bBP20,3,2,2,2,88.5,88.5,45165.64296,45.16564296,45.16564296
HORVU7Hr1G019780.1,66,bBP20,3,2,2,2,88.5,88.5,697927.0171,697.9270171,697.9270171
HORVU7Hr1G021800.9,66,bBP20,3,2,2,2,88.5,88.5,17509.47018,17.50947018,17.50947018
HORVU7Hr1G022500.8,66,bBP20,3,2,2,2,88.5,88.5,1144.449989,1.144449989,1.144449989
HORVU7Hr1G022570.1,66,bBP20,3,2,2,2,88.5,88.5,53343.63224,53.34363224,53.34363224
HORVU7Hr1G025390.8,66,bBP20,3,2,2,2,88.5,88.5,22048.40571,22.04840571,22.04840571
HORVU7Hr1G027760.1,66,bBP20,3,2,2,2,88.5,88.5,19369.97893,19.36997893,19.36997893
HORVU7Hr1G028050.5,66,bBP20,3,2,2,2,88.5,88.5,21943.50026,21.94350026,21.94350026
HORVU7Hr1G031850.5,66,bBP20,3,2,2,2,88.5,88.5,9113.323336,9.113323336,9.113323336
HORVU7Hr1G033230.9,66,bBP20,3,2,2,2,88.5,88.5,243902.5572,243.9025572,243.9025572
HORVU7Hr1G033620.1,66,bBP20,3,2,2,2,88.5,88.5,23987.03467,23.98703467,23.98703467
HORVU7Hr1G034070.4,66,bBP20,3,2,2,2,88.5,88.5,108630.0315,108.6300315,108.6300315
HORVU7Hr1G035020.1,66,bBP20,3,2,2,2,88.5,88.5,415149.5315,415.1495315,415.1495315
HORVU7Hr1G036720.2,66,bBP20,3,2,2,2,88.5,88.5,6798.285348,6.798285348,6.798285348
HORVU7Hr1G038420.4,66,bBP20,3,2,2,2,88.5,88.5,117254.037,117.254037,117.254037
HORVU7Hr1G038660.7,66,bBP20,3,2,2,2,88.5,88.5,4185.840377,4.185840377,4.185840377
HORVU7Hr1G039930.1,66,bBP20,3,2,2,2,88.5,88.5,27595.75743,27.59575743,27.59575743
HORVU7Hr1G040550.9,66,bBP20,3,2,2,2,88.5,88.5,43053.98843,43.05398843,43.05398843
HORVU7Hr1G042880.2,66,bBP20,3,2,2,2,88.5,88.5,2107.926856,2.107926856,2.107926856
HORVU7Hr1G043320.1,66,bBP20,3,2,2,2,88.5,88.5,21321.75133,21.32175133,21.32175133
HORVU7Hr1G045620.2,66,bBP20,3,2,2,2,88.5,88.5,34072.41673,34.07241673,34.07241673
HORVU7Hr1G045640.2,66,bBP20,3,2,2,2,88.5,88.5,10096.87148,10.09687148,10.09687148
HORVU7Hr1G046280.1,66,bBP20,3,2,2,2,88.5,88.5,5666.533885,5.666533885,5.666533885
HORVU7Hr1G046660.7,66,bBP20,3,2,2,2,88.5,88.5,1658.09968,1.65809968,1.65809968
HORVU7Hr1G047700.4,66,bBP20,3,2,2,2,88.5,88.5,162130.2477,162.1302477,162.1302477
HORVU7Hr1G047860.1,66,bBP20,3,2,2,2,88.5,88.5,7868.328068,7.868328068,7.868328068
HORVU7Hr1G048100.1,66,bBP20,3,2,2,2,88.5,88.5,23540.68214,23.54068214,23.54068214
HORVU7Hr1G048970.8,66,bBP20,3,2,2,2,88.5,88.5,1842.065919,1.842065919,1.842065919
HORVU7Hr1G049340.2,66,bBP20,3,2,2,2,88.5,88.5,1358.729436,1.358729436,1.358729436
HORVU7Hr1G049370.2,66,bBP20,3,2,2,2,88.5,88.5,4577.711434,4.577711434,4.577711434
HORVU7Hr1G052350.1,66,bBP20,3,2,2,2,88.5,88.5,5022.909727,5.022909727,5.022909727
HORVU7Hr1G054010.6,66,bBP20,3,2,2,2,88.5,88.5,34248.45388,34.24845388,34.24845388
HORVU7Hr1G054440.1,66,bBP20,3,2,2,2,88.5,88.5,17341.70821,17.34170821,17.34170821
HORVU7Hr1G054850.2,66,bBP20,3,2,2,2,88.5,88.5,4193.993442,4.193993442,4.193993442
HORVU7Hr1G055090.9,66,bBP20,3,2,2,2,88.5,88.5,1320.478883,1.320478883,1.320478883
HORVU7Hr1G055330.1,66,bBP20,3,2,2,2,88.5,88.5,464651.2236,464.6512236,464.6512236
HORVU7Hr1G055340.5,66,bBP20,3,2,2,2,88.5,88.5,3617.097303,3.617097303,3.617097303
HORVU7Hr1G055560.2,66,bBP20,3,2,2,2,88.5,88.5,1270.372076,1.270372076,1.270372076
HORVU7Hr1G056770.4,66,bBP20,3,2,2,2,88.5,88.5,6419.247888,6.419247888,6.419247888
HORVU7Hr1G057430.1,66,bBP20,3,2,2,2,88.5,88.5,3802.312464,3.802312464,3.802312464
HORVU7Hr1G063280.1,66,bBP20,3,2,2,2,88.5,88.5,85485.75861,85.48575861,85.48575861
HORVU7Hr1G067280.1,66,bBP20,3,2,2,2,88.5,88.5,47126.64907,47.12664907,47.12664907
HORVU7Hr1G067620.3,66,bBP20,3,2,2,2,88.5,88.5,137449.6001,137.4496001,137.4496001
HORVU7Hr1G069460.7,66,bBP20,3,2,2,2,88.5,88.5,17460.8866,17.4608866,17.4608866
HORVU7Hr1G071240.1,66,bBP20,3,2,2,2,88.5,88.5,34728.33528,34.72833528,34.72833528
HORVU7Hr1G072650.8,66,bBP20,3,2,2,2,88.5,88.5,2251.885503,2.251885503,2.251885503
HORVU7Hr1G073720.5,66,bBP20,3,2,2,2,88.5,88.5,55734.74733,55.73474733,55.73474733
HORVU7Hr1G074690.3,66,bBP20,3,2,2,2,88.5,88.5,314560.2286,314.5602286,314.5602286
HORVU7Hr1G075250.1,66,bBP20,3,2,2,2,88.5,88.5,69622.34428,69.62234428,69.62234428
HORVU7Hr1G075360.2,66,bBP20,3,2,2,2,88.5,88.5,41555.55012,41.55555012,41.55555012
HORVU7Hr1G076150.1,66,bBP20,3,2,2,2,88.5,88.5,453.2197068,0.453219707,0.453219707
HORVU7Hr1G077780.1,66,bBP20,3,2,2,2,88.5,88.5,398.401702,0.398401702,0.398401702
HORVU7Hr1G077860.1,66,bBP20,3,2,2,2,88.5,88.5,12533.43684,12.53343684,12.53343684
HORVU7Hr1G079640.3,66,bBP20,3,2,2,2,88.5,88.5,2758.30562,2.75830562,2.75830562
HORVU7Hr1G080630.2,66,bBP20,3,2,2,2,88.5,88.5,59568.6593,59.5686593,59.5686593
HORVU7Hr1G081290.4,66,bBP20,3,2,2,2,88.5,88.5,1942.500488,1.942500488,1.942500488
HORVU7Hr1G081910.4,66,bBP20,3,2,2,2,88.5,88.5,7550.330683,7.550330683,7.550330683
HORVU7Hr1G082040.3,66,bBP20,3,2,2,2,88.5,88.5,11169.38494,11.16938494,11.16938494
HORVU7Hr1G083550.7,66,bBP20,3,2,2,2,88.5,88.5,10920.86646,10.92086646,10.92086646
HORVU7Hr1G083860.1,66,bBP20,3,2,2,2,88.5,88.5,1158.217093,1.158217093,1.158217093
HORVU7Hr1G084940.3,66,bBP20,3,2,2,2,88.5,88.5,6004.976963,6.004976963,6.004976963
HORVU7Hr1G085150.5,66,bBP20,3,2,2,2,88.5,88.5,283853.1627,283.8531627,283.8531627
HORVU7Hr1G085220.2,66,bBP20,3,2,2,2,88.5,88.5,8506.874815,8.506874815,8.506874815
HORVU7Hr1G087050.7,66,bBP20,3,2,2,2,88.5,88.5,174682.3239,174.6823239,174.6823239
HORVU7Hr1G088080.1,66,bBP20,3,2,2,2,88.5,88.5,7161.252126,7.161252126,7.161252126
HORVU7Hr1G088450.9,66,bBP20,3,2,2,2,88.5,88.5,10344.82797,10.34482797,10.34482797
HORVU7Hr1G088580.1,66,bBP20,3,2,2,2,88.5,88.5,17119.7356,17.1197356,17.1197356
HORVU7Hr1G089290.4,66,bBP20,3,2,2,2,88.5,88.5,5870.492956,5.870492956,5.870492956
HORVU7Hr1G091250.4,66,bBP20,3,2,2,2,88.5,88.5,46813.67111,46.81367111,46.81367111
HORVU7Hr1G091800.9,66,bBP20,3,2,2,2,88.5,88.5,12766.30908,12.76630908,12.76630908
HORVU7Hr1G093020.1,66,bBP20,3,2,2,2,88.5,88.5,38256.57751,38.25657751,38.25657751
HORVU7Hr1G096990.1,66,bBP20,3,2,2,2,88.5,88.5,15586.7624,15.5867624,15.5867624
HORVU7Hr1G100120.9,66,bBP20,3,2,2,2,88.5,88.5,44796.07478,44.79607478,44.79607478
HORVU7Hr1G100450.1,66,bBP20,3,2,2,2,88.5,88.5,230899.0818,230.8990818,230.8990818
HORVU7Hr1G104220.4,66,bBP20,3,2,2,2,88.5,88.5,60096.35111,60.09635111,60.09635111
HORVU7Hr1G106130.2,66,bBP20,3,2,2,2,88.5,88.5,8049.88413,8.04988413,8.04988413
HORVU7Hr1G106150.2,66,bBP20,3,2,2,2,88.5,88.5,187821.5775,187.8215775,187.8215775
HORVU7Hr1G106540.2,66,bBP20,3,2,2,2,88.5,88.5,44720.90768,44.72090768,44.72090768
HORVU7Hr1G108780.3,66,bBP20,3,2,2,2,88.5,88.5,599.6570023,0.599657002,0.599657002
HORVU7Hr1G109770.6,66,bBP20,3,2,2,2,88.5,88.5,14957.34079,14.95734079,14.95734079
HORVU7Hr1G112740.4,66,bBP20,3,2,2,2,88.5,88.5,46927.99664,46.92799664,46.92799664
HORVU7Hr1G114000.8,66,bBP20,3,2,2,2,88.5,88.5,6524.701469,6.524701469,6.524701469
HORVU7Hr1G117000.7,66,bBP20,3,2,2,2,88.5,88.5,57798.16294,57.79816294,57.79816294
HORVU7Hr1G119060.3,66,bBP20,3,2,2,2,88.5,88.5,5201.460333,5.201460333,5.201460333
HORVU7Hr1G120420.2,66,bBP20,3,2,2,2,88.5,88.5,3961.353922,3.961353922,3.961353922
HORVU7Hr1G120450.5,66,bBP20,3,2,2,2,88.5,88.5,14715.54348,14.71554348,14.71554348
HORVU7Hr1G121700.5,66,bBP20,3,2,2,2,88.5,88.5,76621.99063,76.62199063,76.62199063
HORVU7Hr1G121850.5,66,bBP20,3,2,2,2,88.5,88.5,297481.8541,297.4818541,297.4818541
HORVU7Hr1G121860.1,66,bBP20,3,2,2,2,88.5,88.5,111128.2891,111.1282891,111.1282891
HORVU0Hr1G004150.1,67,bBP22,3,3,2,2,112.5,112.5,11400.75127,11.40075127,11.40075127
HORVU0Hr1G004480.4,67,bBP22,3,3,2,2,112.5,112.5,42299.2994,42.2992994,42.2992994
HORVU0Hr1G016380.4,67,bBP22,3,3,2,2,112.5,112.5,68421.54343,68.42154343,68.42154343
HORVU0Hr1G017220.3,67,bBP22,3,3,2,2,112.5,112.5,24278.63287,24.27863287,24.27863287
HORVU0Hr1G018510.4,67,bBP22,3,3,2,2,112.5,112.5,8955.650212,8.955650212,8.955650212
HORVU0Hr1G019950.2,67,bBP22,3,3,2,2,112.5,112.5,157311.4997,157.3114997,157.3114997
HORVU0Hr1G022810.9,67,bBP22,3,3,2,2,112.5,112.5,249782.772,249.782772,249.782772
HORVU0Hr1G027030.1,67,bBP22,3,3,2,2,112.5,112.5,15128.776,15.128776,15.128776
HORVU0Hr1G040240.1,67,bBP22,3,3,2,2,112.5,112.5,19932.82954,19.93282954,19.93282954
HORVU1Hr1G000080.2,67,bBP22,3,3,2,2,112.5,112.5,11721.06022,11.72106022,11.72106022
HORVU1Hr1G000440.6,67,bBP22,3,3,2,2,112.5,112.5,2435.809541,2.435809541,2.435809541
HORVU1Hr1G000640.1,67,bBP22,3,3,2,2,112.5,112.5,80582.87858,80.58287858,80.58287858
HORVU1Hr1G000680.1,67,bBP22,3,3,2,2,112.5,112.5,218696.8485,218.6968485,218.6968485
HORVU1Hr1G000700.1,67,bBP22,3,3,2,2,112.5,112.5,234639.3695,234.6393695,234.6393695
HORVU1Hr1G000710.4,67,bBP22,3,3,2,2,112.5,112.5,7534.290781,7.534290781,7.534290781
HORVU1Hr1G001020.1,67,bBP22,3,3,2,2,112.5,112.5,1909996.336,1909.996336,1909.996336
HORVU1Hr1G001120.1,67,bBP22,3,3,2,2,112.5,112.5,661308.116,661.308116,661.308116
HORVU1Hr1G001140.1,67,bBP22,3,3,2,2,112.5,112.5,162532.9391,162.5329391,162.5329391
HORVU1Hr1G001350.1,67,bBP22,3,3,2,2,112.5,112.5,385.4528815,0.385452882,0.385452882
HORVU1Hr1G001420.1,67,bBP22,3,3,2,2,112.5,112.5,10486.89224,10.48689224,10.48689224
HORVU1Hr1G002170.2,67,bBP22,3,3,2,2,112.5,112.5,9182.513414,9.182513414,9.182513414
HORVU1Hr1G005030.1,67,bBP22,3,3,2,2,112.5,112.5,9145.663043,9.145663043,9.145663043
HORVU1Hr1G005150.1,67,bBP22,3,3,2,2,112.5,112.5,165972.8033,165.9728033,165.9728033
HORVU1Hr1G006860.8,67,bBP22,3,3,2,2,112.5,112.5,34630.69274,34.63069274,34.63069274
HORVU1Hr1G008120.1,67,bBP22,3,3,2,2,112.5,112.5,234887.9358,234.8879358,234.8879358
HORVU1Hr1G008130.1,67,bBP22,3,3,2,2,112.5,112.5,21881.97818,21.88197818,21.88197818
HORVU1Hr1G012090.2,67,bBP22,3,3,2,2,112.5,112.5,95874.99408,95.87499408,95.87499408
HORVU1Hr1G012130.1,67,bBP22,3,3,2,2,112.5,112.5,219708.5876,219.7085876,219.7085876
HORVU1Hr1G012170.1,67,bBP22,3,3,2,2,112.5,112.5,26247.66027,26.24766027,26.24766027
HORVU1Hr1G012960.1,67,bBP22,3,3,2,2,112.5,112.5,150165.6567,150.1656567,150.1656567
HORVU1Hr1G013690.1,67,bBP22,3,3,2,2,112.5,112.5,279301.3926,279.3013926,279.3013926
HORVU1Hr1G015590.1,67,bBP22,3,3,2,2,112.5,112.5,10979.95445,10.97995445,10.97995445
HORVU1Hr1G017050.4,67,bBP22,3,3,2,2,112.5,112.5,18426.13635,18.42613635,18.42613635
HORVU1Hr1G018140.5,67,bBP22,3,3,2,2,112.5,112.5,354976.2596,354.9762596,354.9762596
HORVU1Hr1G018540.14,67,bBP22,3,3,2,2,112.5,112.5,131059.3469,131.0593469,131.0593469
HORVU1Hr1G018710.3,67,bBP22,3,3,2,2,112.5,112.5,106678.5065,106.6785065,106.6785065
HORVU1Hr1G021720.4,67,bBP22,3,3,2,2,112.5,112.5,109676.0847,109.6760847,109.6760847
HORVU1Hr1G022570.1,67,bBP22,3,3,2,2,112.5,112.5,57840.00951,57.84000951,57.84000951
HORVU1Hr1G022810.2,67,bBP22,3,3,2,2,112.5,112.5,29041.58409,29.04158409,29.04158409
HORVU1Hr1G023100.2,67,bBP22,3,3,2,2,112.5,112.5,7452.621618,7.452621618,7.452621618
HORVU1Hr1G023260.2,67,bBP22,3,3,2,2,112.5,112.5,11287.86329,11.28786329,11.28786329
HORVU1Hr1G023630.3,67,bBP22,3,3,2,2,112.5,112.5,1029.304942,1.029304942,1.029304942
HORVU1Hr1G024710.5,67,bBP22,3,3,2,2,112.5,112.5,36580.71981,36.58071981,36.58071981
HORVU1Hr1G028820.6,67,bBP22,3,3,2,2,112.5,112.5,50754.90896,50.75490896,50.75490896
HORVU1Hr1G029870.1,67,bBP22,3,3,2,2,112.5,112.5,2947.270914,2.947270914,2.947270914
HORVU1Hr1G030790.5,67,bBP22,3,3,2,2,112.5,112.5,27309.44742,27.30944742,27.30944742
HORVU1Hr1G038890.1,67,bBP22,3,3,2,2,112.5,112.5,58070.47121,58.07047121,58.07047121
HORVU1Hr1G040140.1,67,bBP22,3,3,2,2,112.5,112.5,37925.93846,37.92593846,37.92593846
HORVU1Hr1G041250.5,67,bBP22,3,3,2,2,112.5,112.5,251428.2092,251.4282092,251.4282092
HORVU1Hr1G042050.1,67,bBP22,3,3,2,2,112.5,112.5,1391.251436,1.391251436,1.391251436
HORVU1Hr1G042220.1,67,bBP22,3,3,2,2,112.5,112.5,33651.29836,33.65129836,33.65129836
HORVU1Hr1G044000.1,67,bBP22,3,3,2,2,112.5,112.5,20698.71133,20.69871133,20.69871133
HORVU1Hr1G046400.1,67,bBP22,3,3,2,2,112.5,112.5,2952.395399,2.952395399,2.952395399
HORVU1Hr1G052030.2,67,bBP22,3,3,2,2,112.5,112.5,191989.7124,191.9897124,191.9897124
HORVU1Hr1G052430.3,67,bBP22,3,3,2,2,112.5,112.5,16362.01475,16.36201475,16.36201475
HORVU1Hr1G055440.2,67,bBP22,3,3,2,2,112.5,112.5,258245.271,258.245271,258.245271
HORVU1Hr1G055860.3,67,bBP22,3,3,2,2,112.5,112.5,9442.818283,9.442818283,9.442818283
HORVU1Hr1G056570.3,67,bBP22,3,3,2,2,112.5,112.5,25400.00795,25.40000795,25.40000795
HORVU1Hr1G057680.6,67,bBP22,3,3,2,2,112.5,112.5,13358.38346,13.35838346,13.35838346
HORVU1Hr1G057970.2,67,bBP22,3,3,2,2,112.5,112.5,25615.15015,25.61515015,25.61515015
HORVU1Hr1G059870.4,67,bBP22,3,3,2,2,112.5,112.5,14160.10464,14.16010464,14.16010464
HORVU1Hr1G059900.1,67,bBP22,3,3,2,2,112.5,112.5,1117.491671,1.117491671,1.117491671
HORVU1Hr1G059920.3,67,bBP22,3,3,2,2,112.5,112.5,4007.4206,4.0074206,4.0074206
HORVU1Hr1G059960.2,67,bBP22,3,3,2,2,112.5,112.5,25518.16143,25.51816143,25.51816143
HORVU1Hr1G059970.2,67,bBP22,3,3,2,2,112.5,112.5,1980.979658,1.980979658,1.980979658
HORVU1Hr1G061160.8,67,bBP22,3,3,2,2,112.5,112.5,184819.1391,184.8191391,184.8191391
HORVU1Hr1G062900.2,67,bBP22,3,3,2,2,112.5,112.5,12310.66433,12.31066433,12.31066433
HORVU1Hr1G064210.3,67,bBP22,3,3,2,2,112.5,112.5,47884.69979,47.88469979,47.88469979
HORVU1Hr1G065150.1,67,bBP22,3,3,2,2,112.5,112.5,14353.68196,14.35368196,14.35368196
HORVU1Hr1G065620.7,67,bBP22,3,3,2,2,112.5,112.5,5330.5682,5.3305682,5.3305682
HORVU1Hr1G065670.1,67,bBP22,3,3,2,2,112.5,112.5,35450.00746,35.45000746,35.45000746
HORVU1Hr1G066650.18,67,bBP22,3,3,2,2,112.5,112.5,237063.5899,237.0635899,237.0635899
HORVU1Hr1G066650.8,67,bBP22,3,3,2,2,112.5,112.5,9224.264795,9.224264795,9.224264795
HORVU1Hr1G068170.3,67,bBP22,3,3,2,2,112.5,112.5,26260.66856,26.26066856,26.26066856
HORVU1Hr1G070310.14,67,bBP22,3,3,2,2,112.5,112.5,110111.8539,110.1118539,110.1118539
HORVU1Hr1G070690.2,67,bBP22,3,3,2,2,112.5,112.5,35640.07841,35.64007841,35.64007841
HORVU1Hr1G072060.1,67,bBP22,3,3,2,2,112.5,112.5,54030.72073,54.03072073,54.03072073
HORVU1Hr1G072220.5,67,bBP22,3,3,2,2,112.5,112.5,61770.25139,61.77025139,61.77025139
HORVU1Hr1G072270.7,67,bBP22,3,3,2,2,112.5,112.5,66456.53466,66.45653466,66.45653466
HORVU1Hr1G072780.5,67,bBP22,3,3,2,2,112.5,112.5,11756.50666,11.75650666,11.75650666
HORVU1Hr1G073640.1,67,bBP22,3,3,2,2,112.5,112.5,68883.39011,68.88339011,68.88339011
HORVU1Hr1G074350.2,67,bBP22,3,3,2,2,112.5,112.5,19008.9646,19.0089646,19.0089646
HORVU1Hr1G075150.4,67,bBP22,3,3,2,2,112.5,112.5,13028.55339,13.02855339,13.02855339
HORVU1Hr1G076190.4,67,bBP22,3,3,2,2,112.5,112.5,26493.87893,26.49387893,26.49387893
HORVU1Hr1G078350.8,67,bBP22,3,3,2,2,112.5,112.5,2374.527177,2.374527177,2.374527177
HORVU1Hr1G079070.6,67,bBP22,3,3,2,2,112.5,112.5,47153.35786,47.15335786,47.15335786
HORVU1Hr1G079280.4,67,bBP22,3,3,2,2,112.5,112.5,30926.14664,30.92614664,30.92614664
HORVU1Hr1G079290.4,67,bBP22,3,3,2,2,112.5,112.5,70334.20726,70.33420726,70.33420726
HORVU1Hr1G080370.7,67,bBP22,3,3,2,2,112.5,112.5,6527.631446,6.527631446,6.527631446
HORVU1Hr1G080980.2,67,bBP22,3,3,2,2,112.5,112.5,1015.743005,1.015743005,1.015743005
HORVU1Hr1G081550.2,67,bBP22,3,3,2,2,112.5,112.5,44360.746,44.360746,44.360746
HORVU1Hr1G082820.2,67,bBP22,3,3,2,2,112.5,112.5,32343.0553,32.3430553,32.3430553
HORVU1Hr1G083710.2,67,bBP22,3,3,2,2,112.5,112.5,10881.31036,10.88131036,10.88131036
HORVU1Hr1G083840.2,67,bBP22,3,3,2,2,112.5,112.5,120585.9542,120.5859542,120.5859542
HORVU1Hr1G087690.3,67,bBP22,3,3,2,2,112.5,112.5,52144.12572,52.14412572,52.14412572
HORVU1Hr1G087800.2,67,bBP22,3,3,2,2,112.5,112.5,147944.9295,147.9449295,147.9449295
HORVU1Hr1G087820.1,67,bBP22,3,3,2,2,112.5,112.5,50213.89501,50.21389501,50.21389501
HORVU1Hr1G089360.5,67,bBP22,3,3,2,2,112.5,112.5,15426.59897,15.42659897,15.42659897
HORVU1Hr1G090490.8,67,bBP22,3,3,2,2,112.5,112.5,65583.14011,65.58314011,65.58314011
HORVU1Hr1G090710.9,67,bBP22,3,3,2,2,112.5,112.5,31156.12841,31.15612841,31.15612841
HORVU1Hr1G090720.1,67,bBP22,3,3,2,2,112.5,112.5,457.9855653,0.457985565,0.457985565
HORVU1Hr1G090760.4,67,bBP22,3,3,2,2,112.5,112.5,30606.73814,30.60673814,30.60673814
HORVU1Hr1G091010.1,67,bBP22,3,3,2,2,112.5,112.5,2793.187728,2.793187728,2.793187728
HORVU1Hr1G091600.8,67,bBP22,3,3,2,2,112.5,112.5,178980.3068,178.9803068,178.9803068
HORVU1Hr1G092150.2,67,bBP22,3,3,2,2,112.5,112.5,1707.612534,1.707612534,1.707612534
HORVU1Hr1G095140.1,67,bBP22,3,3,2,2,112.5,112.5,12365.29004,12.36529004,12.36529004
HORVU1Hr1G095400.2,67,bBP22,3,3,2,2,112.5,112.5,73370.96562,73.37096562,73.37096562
HORVU2Hr1G002440.9,67,bBP22,3,3,2,2,112.5,112.5,1445.278051,1.445278051,1.445278051
HORVU2Hr1G005170.4,67,bBP22,3,3,2,2,112.5,112.5,113269.1754,113.2691754,113.2691754
HORVU2Hr1G005650.9,67,bBP22,3,3,2,2,112.5,112.5,4799.588454,4.799588454,4.799588454
HORVU2Hr1G010870.9,67,bBP22,3,3,2,2,112.5,112.5,3179.680626,3.179680626,3.179680626
HORVU2Hr1G010890.3,67,bBP22,3,3,2,2,112.5,112.5,83431.60062,83.43160062,83.43160062
HORVU2Hr1G013680.3,67,bBP22,3,3,2,2,112.5,112.5,24150.64314,24.15064314,24.15064314
HORVU2Hr1G016040.9,67,bBP22,3,3,2,2,112.5,112.5,23428.22223,23.42822223,23.42822223
HORVU2Hr1G017450.6,67,bBP22,3,3,2,2,112.5,112.5,145850.3008,145.8503008,145.8503008
HORVU2Hr1G017450.8,67,bBP22,3,3,2,2,112.5,112.5,138607.8766,138.6078766,138.6078766
